code_nacre,description,emission,emission_factor
RD01,SERVICES D'ETUDES ET DE CONCEPTION DE PIECES MECANIQUES,0.16,0.35
RD02,PIECES MECANIQUES USINEES A FACON,0.33,0.25
RD03,SERVICES DE TRAITEMENT DE SURFACE ET TRAITEMENT THERMIQUE DE PIECES MECANIQUES,0.11,0.4
RD04,SERVICES DE BLINDAGE (ELECTROMAGNETIQUE…),0.11,0.25
RD05,SERVICES DE METROLOGIE ET DE CONTRÔLES EN MECANIQUE,0.11,2.5
RD06,SERVICES D'ESSAIS MECANIQUES,0.11,3.0
RD07,SERVICES DE TRAITEMENT DE SURFACE DE PIECES DESTINEES AUX EXPERIMENT. SPATIALES,0.11,1.8
RD11,"AUTOMATIQUE : SERVICES D'ETUDE, CONCEPTION, INTEGRATION",0.16,0.4
RD21,DROITS D'UTIL. DE LOGICIELS DE CAO EN MECANIQUE,0.12,0.9
RD22,DROITS D'UTIL. DE LOGICIELS DE PROGRAM. DES MACHINES A COMDE NUM.,0.12,1.1
RD23,DROITS D'UTIL. DE LOGICIELS DE SIMULATION NUMERIQUE,0.12,1.5
RD24,DROITS D'UTIL. DES AUTRES LOGICIELS POUR LA MECANIQUE,0.12,2.2
RD25,MAINTENANCE DES LOGICIELS POUR LA MECANIQUE,0.12,0.8
RD31,DROITS D'UTIL. DES LOGICIELS POUR L'AUTOMATIQUE,0.12,0.55
RD32,MAINTENANCE DES LOGICIELS POUR L'AUTOMATIQUE,0.12,0.45
SA01,SPECTROMETRIE RMN : SPECTROMETRES COMPLETS,0.24,0.35
SA02,SPECTROMETRIE RMN : CRYOSONDES / TETES DE MESURES,0.24,0.25
SA03,SPECTROMETRIE RMN : AIMANTS SUPRACONDUCTEURS,0.24,0.4
SA04,SPECTROMETRIE RMN : CONSOLES ELECTRONIQUES,0.24,0.25
SA05,"SPECTROMETRIE RMN : AUTRE MATERIEL, ACCESSOIRES, PIECES DETACHEES",0.31,2.5
SA11,SPECTROMETRIE RPE : SPECTROMETRES COMPLETS,0.24,0.4
SA12,"SPECTROMETRIE RPE : AUTRE MATERIEL, ACCESSOIRES, PIECES DETACHEES",0.24,0.35
SB01,SPECTROMETRIE DE MASSE DES IONS SECONDAIRES : SONDES IONIQUES IMS,0.24,0.35
SB02,SPECTROMETRIE DE MASSE DES IONS SECONDAIRES : AUTRE MATERIEL ET PIECES DET.,0.31,0.25
SB11,SPECTROSCOPIE MASSIQUE DE DECHARGE LUMINESCENTE (GDMS) : SPECTROMETRES COMPLETS,0.24,0.4
SB12,SPECTROSCOPIE GDMS : AUTRE MATERIEL ET PIECES DETACHEES,0.31,0.35
SB21,SPECTROMETRES DE MASSE A RESONANCE CYCLOTRONIQUE D'IONS (FT-ICR),0.24,0.9
SB22,SPECTROMETRIE FT-ICR : AUTRE MATERIEL ET CONSOMMABLES DEDIES,0.31,1.1
SB23,SPECTROMETRES DE MASSE POUR LA BIOLOGIE,0.24,1.5
SB24,SPECTRO DE MASSE POUR LA BIOLOGIE : AUTRE MATERIEL ET CONSOMMABLES DEDIES,0.31,2.2
SB31,SPECTROMETRES DE MASSE POUR LA CHIMIE,0.24,0.55
SB32,SPECTRO DE MASSE POUR LA CHIMIE : AUTRE MATERIEL ET CONSOMMABLES DEDIES,0.31,0.45
SB51,"CHROMATOGRAPHIE LIQUIDE ANALYTIQUE : CHAINES, DETECTEURS, POMPES…",0.24,2.5
SB52,CHROMATOGRAPHIE LIQUIDE ANALYTIQUE : COLONNES ET AUTRES CONSOMMABLES DEDIES,0.32,0.6
SB53,"CHROMATOGRAPHIE GAZEUSE ANALYTIQUE : CHAINES, FOURS, DETECTEURS,…",0.24,0.3
SB54,CHROMATOGRAPHIE GAZEUSE ANALYTIQUE : COLONNES ET AUTRES CONSOMMABLES DEDIES,0.32,0.25
SB55,MATERIEL D'ELECTROPHORESE CAPILLAIRE : INSTRUMENTS,0.24,0.35
SB56,MATERIEL D'ELECTROPHORESE CAPILLAIRE : CONSOMMABLES DEDIES AUX INSTRUMENTS,0.31,0.3
SC01,DIFFRACTION X : DIFFRACTOMETRES A RAYONS X COMPLETS,0.27,0.35
SC02,DIFFRACTION X : GENERATEURS DE RAYONS X,0.27,0.25
SC03,DIFFRACTION X : AUTRE MATERIEL ET CONSOMMABLES DEDIES,0.3,0.4
SC04,DIFFUSION DES RAYONS X : SYSTEMES COMPLETS,0.27,0.25
SC05,DIFFUSION DES RAYONS X : AUTRE MATERIEL ET CONSOMMABLES DEDIES,0.3,2.5
SC11,SPECTROMETRIE DE FLUORESCENCE X (XRF) : SPECTROMETRES COMPLETS,0.27,0.4
SC12,SPECTROMETRIE DE FLUORESCENCE X : AUTRE MATERIEL ET CONSOMMABLES DEDIES,0.3,0.35
SC21,RAYONS X : TOMOGRAPHES A RAYONS X,0.27,0.9
SC22,RAYONS X : AUTRE MATERIEL ET CONSOMMABLES DEDIES AUX INSTRUMENTS,0.3,1.1
SD01,"SPECTROMETRES ELECTRONIQUES (AUGER, XPS, ESCA, LEED, RHEED,..)",0.24,0.35
SD02,SPECTROMETRIE ELECTRONIQUE : AUTRE MATERIEL ET CONSOMMABLES DEDIES,0.31,0.25
SD03,"APPAREILS DE SPECTROMETRIE IONIQUE (HEIS ou RBS, MEIS,…)",0.24,0.4
SD04,SPECTROMETRIE IONIQUE : AUTRE MATERIEL ET CONSOMMABLES DEDIES,0.31,0.25
SE01,SPECTROMETRIE RAMAN : SPECTROMETRES COMPLETS,0.27,0.35
SE02,SPECTROMETRIE RAMAN : AUTRE MATERIEL ET PIECES DETACHEES DEDIES,0.31,0.25
SE11,SPECTROPHOTOMETRIE UV-VISIBLE : LECTEURS DE MICROPLAQUES (SANS RADIOACTIVITE),0.27,0.4
SE12,SPECTROMETRES UV-VISIBLE ET INFRA ROUGE (HORS LECTEURS DE MICROPLAQUES),0.27,0.35
SE13,SPECTROPHOTOMETRIE UV-VISIBLE : AUTRE MATERIEL ET CONSOMMABLES DEDIES,0.31,0.6
SE14,SPECTROFLUORIMETRES ET FLUORIMETRES (HORS LECTEURS DE MICROPLAQUES),0.27,0.55
SE15,SPECTROFLUORIMETRIE ET FLUORIMETRIE : AUTRE MATERIEL ET CONSOMMABLES DEDIES,0.31,0.5
SE21,SPECTROPOLARIMETRIE - POLARIMETRIE : SPECTROMETRES COMPLETS,0.27,0.9
SE22,SPECTROPOLARIMETRIE - POLARIMETRIE : AUTRE MATERIEL ET CONSOMMABLES DEDIES,0.31,1.1
SE23,DICHROISME CIRCULAIRE : SPECTROMETRES COMPLETS,0.27,1.5
SE24,DICHROISME CIRCULAIRE : AUTRE MATERIEL ET CONSOMMABLES DEDIES AUX INSTRUMENTS,0.31,2.2
SE31,ELLIPSOMETRIE SPECTROSCOPIQUE : SPECTROMETRES COMPLETS,0.27,0.55
SE32,ELLIPSOMETRIE SPECTROSCOPIQUE : AUTRE MATERIEL ET CONSOMMABLES DEDIES,0.31,0.45
SE41,INTERFEROMETRIE SPECTROSCOPIQUE : SPECTROMETRES COMPLETS,0.27,0.9
SE42,INTERFEROMETRIE SPECTROSCOPIQUE : AUTRE MATERIEL ET CONSOMMABLES DEDIES,0.31,1.0
SE51,SPECTROMETRES D'ABSORPTION ET D'EMISSION ATOMIQUE,0.27,2.5
SE52,SPECTROM. D'ABSORPT. ET D'EMISS. ATOMIQUE : AUTRE MATERIEL ET CONSOMM. DEDIES,0.31,0.6
SE61,SPECTROMETRIE OPTIQUE : LAMPES POUR SPECTROMETRES / SPECTROPHOTOMETRES,0.27,0.12
SF01,SPECTROSCOPIE DIELECTRIQUE : EQUIPEMENTS ET ACCESSOIRES,0.31,0.35
SF02,REFRACTOMETRIE DE RESONANCE DE PLASMON DE SURFACE : EQUIPEMENTS ET ACCESSOIRES,0.31,0.25
SF03,AUTRES TECHNIQUES SPECTROSCOPIQUES : EQUIPEMENTS ET ACCESSOIRES,0.31,0.4
SG01,"SPECTROMETRIE RMN ET RPE : MAINTENANCE, REPARATION DU MATERIEL",0.22,0.35
SG11,SPECTROSCOPIE MASSIQUE DE DECHARGE LUMINESCENTE : MAINTENANCE ET REPARATION,0.22,0.4
SG12,SPECTROMETRIE DE MASSE DES IONS SECONDAIRES : MAINTENANCE ET REPARATION,0.22,0.35
SG13,SPECTROMETRIE DE MASSE : MAINTENANCE ET REPARATION,0.22,0.6
SG14,TECHNIQUES SEPARATIVES ANALYTIQUES : MAINTENANCE ET REPARATION,0.22,0.55
SG21,DIFFRACTION X : MAINTENANCE ET REPARATION DES INSTRUMENTS,0.22,0.9
SG22,FLUORESCENCE X : MAINTENANCE ET REPARATION DES INSTRUMENTS,0.22,1.1
SG23,RAYONS X : MAINTENANCE ET REPARATION DES AUTRES INSTRUMENTS,0.22,1.5
SG31,SPECTROMETRIE ELECTRONIQUE ET IONIQUE : MAINTENANCE ET REPARATION,0.22,0.55
SG41,SPECTROMETRIE RAMAN : MAINTENANCE ET REPARATION,0.22,0.9
SG42,SPECTROMETRIE UV-VIS-IR : MAINTENANCE ET REPARATION,0.22,1.0
SG43,SPECTROFLUORIMETRIE ET FLUORIMETRIE : MAINTENANCE ET REPARATION,0.22,0.7
SG44,SPECTROPOLARIMETRIE ET DICHROISME CIRCULAIRE : MAINTENANCE ET REPARATION,0.22,0.25
SG45,ELLIPSOMETRIE SPECTROSCOPIQUE : MAINTENANCE ET REPARATION,0.22,0.25
SG46,INTERFEROMETRIE : MAINTENANCE ET REPARATION,0.22,0.2
SG47,SPECTROMETRIE D'ABSORPTION ET D'EMISSION ATOMIQUE : MAINTENANCE ET REPARATION,0.22,0.18
SG48,AUTRES TYPES DE SPECTROMETRIE OPTIQUE : MAINTENANCE ET REPARATION,0.22,0.25
SG51,SPECTROSCOPIE DIELECTRIQUE : MAINTENANCE ET REPARATION,0.22,2.5
SG52,REFRACTOMETRIE DE RESONANCE DE PLASMON DE SURFACE : MAINTENANCE ET REPARATION,0.22,0.6
SH01,SPECTROMETRIE RMN ET RPE : SERVICES D'ANALYSES,0.2,0.35
SH11,SPECTROMETRIE DE MASSE : SERVICES D'ANALYSES,0.2,0.4
SH12,SPECTROMETRIE DE MASSE DES IONS SECONDAIRES : SERVICES D'ANALYSES,0.2,0.35
SH13,SPECTROSCOPIE MASSIQUE DE DECHARGE LUMINESCENTE (GDMS) : SERVICES D'ANALYSES,0.2,0.6
SH21,DIFFRACTION X : SERVICES D'ANALYSES,0.2,0.9
SH22,DIFFUSION X : SERVICES D'ANALYSES,0.2,1.1
SH23,FLUORESCENCE X : SERVICES D'ANALYSES,0.2,1.5
SH24,TOMOGRAPHIE X : SERVICES D'ANALYSES,0.2,2.2
SH31,SPECTROMETRIE ELECTRONIQUE ET IONIQUE : SERVICES D'ANALYSES,0.2,0.55
SH41,SPECTROMETRIE RAMAN : SERVICES D'ANALYSES,0.2,0.9
SH42,SPECTROMETRIE UV-VIS-IR : SERVICES D'ANALYSES,0.2,1.0
SH43,SPECTROFLUORIMETRIE ET FLUORIMETRIE : SERVICES D'ANALYSES,0.2,0.7
SH44,SPECTROMETRIE D'ABSORPTION ET D'EMISSION ATOMIQUE : SERVICES D'ANALYSES,0.2,0.25
SH45,AUTRES TYPES DE SPECTROMETRIE OPTIQUE : SERVICES D'ANALYSE,0.2,0.25
SH51,AUTRES TECHNIQUES SPECTROSCOPIQUES : SERVICES D'ANALYSE,0.2,2.5
TA01,COMPOSANTS ELECTRONIQUES ACTIFS ET PASSIFS,0.3,0.35
TA02,COMPOSANTS ELECTROMECANIQUES ET ACCESSOIRES DE CABLAGE,0.3,0.25
TA03,"SOUS-ENSEMBLES MECANIQUES POUR L'ELECTRONIQUE (CHASSIS, BAIES, COFFRETS,…)",0.5,0.4
TA04,CIRCUITS IMPRIMES MULTICOUCHES (PCB) STANDARDS OU A FACON,0.32,0.25
TA05,CARTES ELECTRONIQUES (REALISATION ET CABLAGE DE),0.32,2.5
TA06,COMPOSANTS ELECTRONIQUES SPECIFIQUES (ASIC) (FABRIQUES A FACON),0.29,3.0
TA11,COMPOSANTS ELECTRONIQUES ACTIFS ET PASSIFS (APPLI. SPATIALE),0.3,0.4
TA12,COMPOSANTS ELECTROMECANIQUES ET ACCESSOIRES DE CABLAGE  (APPLI. SPATIALE),0.4,0.35
TA13,"SOUS-ENSEMBLES MECANIQUES (CHASSIS, BAIES, COFFRETS,…) (APPLI. SPATIALE)",0.36,0.6
TA14,CIRCUITS IMPRIMES MULTICOUCHES (PCB) STANDARDS OU A FACON  (APPLI. SPATIALE),0.3,0.55
TA15,CARTES ELECTRONIQUES (REALISATION ET CABLAGE DE)  (APPLI. SPATIALE),0.3,0.5
TA16,COMPOSANTS ELECTRONIQUES SPECIFIQUES (ASIC) (A FACON)  (APPLI. SPATIALE),0.3,0.7
TA21,"MACHINES DEDIEES A L'ELECTRONIQUE (SOUDURE, PLACEMENT,…)",0.62,0.9
TA22,PETITS EQUIPEMENTS ET CONSOMMABLES POUR L'ELECTRONIQUE,0.27,1.1
TA31,SYSTEMES ELECTRONIQUES OU ELECTROMECANIQUES SPECIAUX,0.33,0.55
TB01,"INSTRUMENTS DE GENERATION ET TRAITEMENT DES SIGNAUX (GENERATEURS, AMPLI…)",0.25,0.35
TB02,"OSCILLOSCOPES, ANALYSEURS ET ACCESSOIRES (SONDES,…)",0.25,0.25
TB03,"ACQUISITION DE DONNEES (CARTES,…)",0.25,0.4
TB04,"PETITE INSTRUMENTATION COURANTE DE TESTS ET MESURES (VOLTMETRES,…)",0.25,0.25
TB05,INSTRUMENTATION RADIOFREQUENCES ET HYPERFREQUENCES,0.25,2.5
TB11,"ENERGIE : MATERIEL D'ALIMENTATION (ALIM., AMPLI., ONDULEURS,…)",0.46,0.4
TB12,ENERGIE : PILES A L'UNITE ET ASSEMBLAGE DE PILES CLASSIQUES ET SPECIALES,0.64,0.35
TB13,ENERGIE : PILES ET ASSEMBLAGE DE PILES RECHARGEABLES (CLASSIQUES ET SPECIALES),0.64,0.6
TC01,ELECTRONIQUE : REPARATION ET MAINTENANCE DES EQUIP. DE TESTS ENERGIE MESURES,0.22,0.35
TC02,MAINTENANCE DES SYSTEMES ELECTRONIQUES ET ELECTROMECANIQUES SPECIAUX,0.22,0.25
TC11,TEST ENERGIE MESURE : REPARATION ET MAINTENANCE DES EQUIPEMENTS,0.22,0.4
TD01,"ELECTRONIQUE : SERVICES DE MESURES, TESTS, CARACTERISATION, CERTIFICATIONS",0.2,0.35
TD02,ELECTRONIQUE : SERVICES D'ETUDES EN R&D ELECTRONIQUE,0.2,0.25
TD03,ELECTRONIQUE : AUTRES SERVICES SANS FOURNITURE,0.2,0.4
TD11,DROITS D'UTILISATION DES LOGICIELS DE CAO EN ELECTRONIQUE,0.12,0.4
TD12,DROITS D'UTIL. DE LOGICIELS POUR LA PROGRAM. MICROCONTROLEUR,0.12,0.35
TD13,DROITS D'UTIL. DE LOGICIELS POUR LA PROGRAM. DES COMPOS. PROGRAM.,0.12,0.6
TD14,DROITS D'UTIL. DE LOGICIELS POUR LA PROGRAM. INTERFACE HOMME MACHINE,0.12,0.55
TD15,DROITS D'UTIL. DES AUTRES LOGICIELS POUR L'ELECTRONIQUE,0.12,0.5
TD16,MAINTENANCE DES LOGICIELS POUR L'ELECTRONIQUE,0.12,0.7
UA01,NAVIRES,0.4,0.35
UA02,"EMBARCATIONS TRANSPORTABLES OU A USAGE D'ANNEXE (SEMI-RIGIDES,…)",0.49,0.25
UA03,"PLATEFORMES, RADEAUX, BARGES A USAGE FLUVIAL",0.49,0.4
UA11,MOTEURS DE BATEAU,0.51,0.4
UA12,"AUXILIAIRES DE PONT DE NAVIRE (TREUILS, GRUE, PORTIQUE…)",0.4,0.35
UA13,MATERIEL D'ACCASTILLAGE,0.37,0.6
UA14,"EQUIPEMENTS DE SECURITE, DE SURVIE ET DE SURVEILLANCE POUR NAVIRE",0.44,0.55
UA15,MATERIEL DE NAVIGATION,0.23,0.5
UA16,AUTRES EQUIPEMENTS POUR BATEAUX,0.4,0.7
UA21,CONSOMMABLES POUR L'ENTRETIEN DES BATEAUX,0.63,0.9
UA22,PIECES MECANIQUES DE RECHANGE POUR EQUIPEMENTS DE BATEAUX,0.44,1.1
UA23,PIECES HYDRAULIQUES POUR EQUIPEMENTS DE BATEAUX,0.44,1.5
UA24,PIECES ELECTRIQUES / ELECTRONIQUES POUR EQUIPEMENTS DE BATEAUX,0.31,2.2
UA31,TRAVAUX D'ENTRETIEN ET SERVICES POUR BATEAUX SEMI-RIGIDES,0.3,0.55
UA32,TRAVAUX MECANIQUES POUR EQUIPEMENTS DE BATEAUX,0.3,0.45
UA33,TRAVAUX HYDRAULIQUES POUR EQUIPEMENTS DE BATEAUX,0.3,0.35
UA34,TRAVAUX ELECTRIQUES POUR EQUIPEMENTS DE BATEAUX,0.3,0.25
UA35,REPARATION ET MAINTENANCE DU MATERIEL DE NAVIGATION ET DE COMMUNICATION,0.3,1.8
UA36,TRAVAUX D'ENTRETIEN DES COQUES ET PONTS DE BATEAUX,0.3,0.6
UA37,"SERVICES, TESTS ET CONTRÔLES POUR CERTIFICATION",0.18,0.7
UA41,"MATERIEL DE CHAUFFAGE, VENTILATION, CLIMATISATION, SANITAIRE PR BATEAUX",0.73,0.9
UA42,MOBILIER ET AUTRES EQUIPEMENTS D'AMENAGEMENT DES BATEAUX,0.67,1.0
UA43,TRAVAUX D'AMENAGEMENT DES BATEAUX,0.3,0.7
UA51,MATERIELS DE PRELEVEMENT,0.41,2.5
UA52,MATERIELS DE PLONGEE SOUS-MARINE,0.72,0.6
UA53,MAINTENANCE DES MATERIELS DE PLONGEE SOUS-MARINE,0.21,0.3
UB01,DRONES MARINS,0.53,0.35
UB02,FLOTTEURS MARINS,0.53,0.25
UB11,PIECES MECANIQUES POUR VEHICULES MARINS AUTONOMES,0.51,0.4
UB12,PIECES HYDRAULIQUES POUR VEHICULES MARINS AUTONOMES,0.51,0.35
UB13,PIECES ELECTRONIQUES POUR VEHICULES MARINS AUTONOMES,0.27,0.6
UB21,TRAVAUX SUR ELEMENTS MECANIQUES DE VEHICULES MARINS AUTONOMES (M.O),0.24,0.9
UB22,TRAVAUX SUR ELEMENTS HYDRAULIQUES DE VEHICULES MARINS AUTONOMES (M.O),0.24,1.1
UB23,TRAVAUX ELECTRIQUES SUR VEHICULES MARINS AUTONOMES (M.O),0.21,1.5
UC01,EQUIPEMENTS SOURCES DE LA CHAINE D’ACQUISITION SISMIQUE,0.24,0.35
UC02,EQUIPEMENTS DE RECEPTION  ET TRAITEMENT DE LA CHAINE D’ACQUISITION SISMIQUE,0.24,0.25
UC03,MATERIEL ASSOCIE A LA CHAINE D’ACQUISITION SISMIQUE,0.24,0.4
UC11,THERMOSALINOGRAPHES,0.24,0.4
UC12,CAPTEURS CTD (CONDUCTIVTY TEMPERATURE DEPTH),0.24,0.35
UC13,"CAPTEURS ACOUSTIQUES (ADCP, HYDROPHONE,…)",0.24,0.6
UC14,"INSTRUMENTATION OPTIQUE (CAPTEURS, FLUORIMETRES,…)",0.24,0.55
UC15,OCEANOGRAPHIE : AUTRES CAPTEURS,0.24,0.5
UC21,OCEANOGRAPHIE : INSTRUMENTATION  THERMIQUE,0.24,0.9
UC22,OCEANOGRAPHIE : EQUIPEMENTS ELECTROCHIMIQUES,0.24,1.1
UC23,OCEANOGRAPHIE : INSTRUMENTATION ELECTROMAGNETIQUE,0.24,1.5
UC24,OCEANOGRAPHIE : POISSONS INSTRUMENTES,0.34,2.2
UC25,OCEANOGRAPHIE : AUTRES INSTRUMENTS SCIENTIFIQUES EMBARQUES,0.24,0.8
UC31,FLUIDES ET CONSOMMABLES POUR EQUIPEMENTS SCIENTIFIQUES EMBARQUES,1.4,0.55
UC32,PIECES MECANIQUES DE RECHANGE POUR LA SISMIQUE,0.49,0.45
UC33,PIECES MECANIQUES DE RECHANGE POUR AUTRES EQUIPEMENTS SCIENTIFIQUES EMBARQUES,0.49,0.35
UC34,COMPOSANTS ELECTRONIQUES DE RECHANGE POUR LA SISMIQUE,0.27,0.25
UC35,PIECES ELECTRONIQUES DE RECHANGE POUR AUTRES EQUIPEMENTS SCIENTIFIQUES EMBARQUES,0.29,1.8
UC36,PIECES INFORMATIQUES DE RECHANGE POUR EQUIPEMENTS SCIENTIFIQUES EMBARQUES,0.43,0.6
UC41,REPARATION ET MAINTENANCE SUR LA SISMIQUE,0.22,0.9
UC42,RÉPARATION ET MAINTENANCE SUR LES AUTRES EQUIPEMENTS SCIENTIFIQUES EMBARQUES,0.22,1.0
UD01,VEHICULES TERRESTRES SPECIFIQUES,0.57,0.35
UD11,EQUIPEMENTS POUR VEHICULES TERRESTRES SPECIFIQUES,0.58,0.4
UD21,VEHICULES TERRESTRES SPECIFIQUES : CONSOMMABLES,0.56,0.9
UD22,VEHICULES TERRESTRES SPECIFIQUES : PIECES MECANIQUES ET ELECTRONIQUES,0.58,1.1
UD23,"VEHICULES TERRESTRES SPECIFIQUES : TRAVAUX MECANIQUES, ELECTRIQUES, HYDRAULIQUES",0.26,1.5
UE01,CARROTAGE : CARROTIERS A MOTEURS ET ACCESSOIRES,0.49,0.35
UE02,FORAGE : FOREUSES ET ACCESSOIRES,0.49,0.25
UE11,CAROTTAGE : CONSOMMABLES ET PIECES DE RECHANGE POUR CAROTTIERS,0.45,0.4
UE12,FORAGE : CONSOMMABLES ET PIECES DE RECHANGE POUR FOREUSES,0.45,0.35
UE21,"TRAVAUX MECANIQUES, ELECTRIQUES ET ENTRETIEN DU MATERIEL DE CAROTTAGE",0.24,0.9
UE22,"TRAVAUX MECANIQUES, ELECTRIQUES ET HYDRAULIQUES DU MATERIEL DE FORAGE",0.24,1.1
UF01,AVIONS ET HELICOPTERES,0.37,0.35
UF02,EQUIPEMENTS D'AVIONS ET D'HELICOPTERES,0.42,0.25
UF03,DRONES AERIENS ET ASSIMILES,0.37,0.4
UF04,AERONEFS ET BALLONS SOLAIRES,0.37,0.25
UF11,MATERIEL POUR L'AMENAGEMENT DES VEHICULES AERIENS,0.4,0.4
UF21,EQUIPEMENTS TECHNIQUES ET DE NAVIGATION POUR VEHICULES AERIENS,0.23,0.9
UF31,CONSOMMABLES POUR LE FONCTIONNEMENT ET L'ENTRETIEN DES VEHICULES AERIENS,0.4,0.55
UF32,PIECES DE RECHANGE POUR MOTEURS ET AUTRES EQUIPEMENTS DE VEHICULES AERIENS,0.33,0.45
UF41,REPARATION ET MAINTENANCE DES MOTEURS D'AVION,0.24,0.9
UF42,REPARATION ET MAINTENANCE DES AVIONS (HORS MOTEURS),0.24,1.0
UF43,REPARATION ET MAINTENANCE DES AUTRES VEHICULES AERIENS,0.24,0.7
UG01,METEOROLOGIE : EQUIPEMENTS DE METEOROLOGIE,0.24,0.35
UG02,"METEOROLOGIE : RADIOMETRES (PROFILEURS RADIOMETRIQUES MICROONDES,…)",0.24,0.25
UG03,"METEOROLOGIE : RADARS (RADARS PROFILEURS VHF,…)",0.24,0.4
UG04,METEOROLOGIE : LIDARS,0.24,0.25
UG11,GEOPHYSIQUE : MATERIEL DE MESURE DES VIBRATIONS,0.24,0.4
UG12,GEOPHYSIQUE : MATERIEL DE MESURE DE POSITION ET MESURE GEODESIQUE,0.24,0.35
UG13,GEOPHYSIQUE : INSTRUMENTS DE TOPOGRAPHIE ET DE MESURE DES DISTANCES,0.24,0.6
UG14,GEOPHYSIQUE : MAGNETOMETRES,0.24,0.55
UG15,GEOPHYSIQUE : CAPTEURS (HORS OCEANOGRAPHIE),0.24,0.5
UG16,GROUPES ELECTROGENES POUR ACTIVITES SCIENTIFIQUES,0.48,0.7
UG21,APPAREILLAGE DE SIMULATION POUR APPLICATIONS SPATIALES,0.24,0.9
UG22,AUTRE MATERIEL SCIENTIFIQUE D'ASTROPHYSIQUE,0.24,1.1
UG31,CONSOMMABLES ET PIECES DE RECHANGE POUR MATERIEL DE METEOROLOGIE,0.31,0.55
UG32,CONSOMMABLES ET PIECES DE RECHANGE POUR AUTRE MATERIEL DE GEOPHYSIQUE,0.31,0.45
UG33,CONSOMMABLES ET PIECES DE RECHANGE POUR MATERIEL D'ASTROPHYSIQUE,0.31,0.35
UG41,"TRAVAUX MECANIQUES, ELECTRIQUES ET D'ENTRETIEN SUR MATERIEL DE METEOROLOGIE",0.21,0.9
UG42,"TRAVAUX MECAN., ELECTR. ET D'ENTRETIEN SUR AUTRE MATERIEL DE GEOPHYSIQUE",0.21,1.0
UG43,"TRAVAUX MECANIQUES, ELECTRIQUES ET D'ENTRETIEN SUR MATERIEL D'ASTROPHYSIQUE",0.21,0.7
UH01,SERVICE D'ACQUISITION DE DONNEES METEOROLOGIQUES ET CLIMATOLOGIQUES,0.23,0.35
UH02,SERVICES D'AQUISITION DE DONNEES DE POLLUTION,0.23,0.25
UH03,SERVICES D'IMAGERIE SATELLITAIRES,0.23,0.4
UH04,SERVICES DE MESURES LIDAR,0.23,0.25
UH11,SERVICES D'ETABLISSEMENT DE CARTES ET DE PHOTOINTERPRETATION,0.2,0.4
UH12,TRAVAUX DE FORAGE,0.58,0.35
UH13,AFFRETEMENT DE NAVIRE,,0.6
UH14,SERVICES DE CONSEIL ET ASSISTANCE POUR OPERATIONS EN MER,0.1,0.55
UH15,AUTRES SERVICES SPECIALISES EN GEOPHYSIQUE,0.23,0.5
UI01,ARCHEOLOGIE : FOURNITURES POUR FOUILLES ARCHEOLOGIQUES,0.53,0.35
UI11,ARCHEOLOGIE : PRESTATIONS SERVICES SUR CHANTIER DE FOUILLES (TERRASSEMENT…),0.5,0.4
VA01,"VIDE PRIMAIRE : POMPES (A MEMBRANES, PALETTES, PISTONS, ROOTS,…)",0.44,0.35
VA02,"VIDE SECONDAIRE ET ULTRAVIDE : POMPES (TURBOMOLECULAIRES,…)",0.44,0.25
VA03,VIDE ET ULTRAVIDE : CONSOMMABLES ET PIECES DETACHEES POUR POMPES,0.4,0.4
VA11,VIDE ET ULTRAVIDE : ENCEINTES ET BATIS POUR LE VIDE ET L'ULTRAVIDE,0.52,0.4
VA12,"VIDE ET ULTRAVIDE : COMPOSANTS POUR ENCEINTES (VANNES, RACCORDS, HUBLOTS…)",0.48,0.35
VA13,VIDE ET ULTRAVIDE : MANIPULATEURS UHV ET ACCESSOIRES,0.48,0.6
VA14,VIDE ET ULTRAVIDE : ELEMENTS CHAUFFANTS POUR LE VIDE,0.51,0.55
VA15,VIDE ET ULTRAVIDE : AUTRES EQUIPEMENTS D'ENCEINTES A VIDE,0.48,0.5
VA21,"VIDE ET ULTRAVIDE : INSTRUMENTATION DE MESURE DU VIDE (JAUGES, VACUOMETRES,…)",0.26,0.9
VA22,VIDE ET ULTRAVIDE : DEBITMETRES - REGULATEURS DE DEBIT,0.26,1.1
VA23,VIDE ET ULTRAVIDE : ANALYSEURS DES GAZ RESIDUELS (RGA) ET DETECTEURS DE FUITE,0.26,1.5
VB01,TECHNIQUES SOUS VIDE : MACHINES DE DEPOT ET DE GRAVURE,0.39,0.35
VB02,TECHNIQUES SOUS VIDE : EVAPORATEURS SOUS VIDE,0.39,0.25
VB03,TECHNIQUES SOUS VIDE : SYSTÈMES D'IONISATION A FAISCEAU D'IONS FOCALISES (FIB),0.29,0.4
VB04,TECHNIQUES SOUS VIDE : MICROBALANCES,0.29,0.25
VB05,TECHNIQUES SOUS VIDE : CELLULES D'EFFUSION,0.29,2.5
VB06,"TECHNIQUES SOUS VIDE : AUTRE MATERIEL (APPAREILS DE PREPARATION DE SURFACE,…)",0.39,3.0
VC01,REPARATION ET MAINTENANCE DES POMPES A VIDE ET ULTRAVIDE,0.22,0.35
VC02,REPARATION ET MAINTENANCE DU MATERIEL DE MESURE ET CONTRÔLE DU VIDE,0.22,0.25
